,Arsenal,Aston Villa,Bournemouth,Brentford,Brighton,Burnley,Cardiff,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield,Leeds,Leicester,Liverpool,Man City,Man United,Newcastle,Norwich,Sheffield United,Southampton,Tottenham,Watford,West Brom,West Ham,Wolves
0,-0.03434914467549643,0.08356005630641825,0.21204742348604372,0.02365201849956939,-0.0459653815390135,-0.0234480932290638,0.06848903888829631,-0.09858879047704139,-0.03135409484504165,-0.06776512650088433,0.14261682749976368,0.28545758115850134,0.16620026462150916,-0.08931639439961428,-0.43410529532623515,-0.6579597178362055,-0.09470006223392216,0.03739017496698328,0.3581862490654904,-0.040475966299865676,0.1848830942411529,-0.11988681444810195,0.08603148028320311,0.3153440709790393,-0.024289829299029175,-0.20165356888645575
1,-0.26103116205775373,0.10526553683362425,0.1553947376835755,-0.088104015980775,-0.0595716723635148,0.059761164491888376,-0.03972035691799149,-0.3312126293775537,0.08877894090946437,0.11766096656372993,-0.022338229204519403,0.1102138363020414,0.23569925859643354,0.05954961824385214,-0.3820340668106719,-0.2895212505574744,-0.20713743999816708,0.13671187270065033,0.29773054106711044,-0.10764962654790786,0.20107827113198526,-0.24203779522620208,0.3401488146742,0.13322381721944787,0.07492183309474484,-0.08578096447021691
2,0.05246723728640043,-0.04669711877795607,0.20748503083012274,-0.05463246984079623,-0.01760444944987631,0.008914135238696618,0.046546588165063046,-0.07868302349370636,-0.020571402892067416,-0.051262148516886805,0.12208112357384948,0.2715391244321534,0.1023514813331147,-0.2231407441059436,-0.38208672210103256,-0.5178572522145841,-0.08153016542361083,0.07548297606072743,0.2915767886364338,-0.021555187273706724,0.19373380832470966,-0.06639550680815262,0.08037655587711504,0.30132347746929616,-0.017223396498662443,-0.17463873983070047
3,-0.2121074610351722,0.06865354801723855,0.20218697800693192,-0.23967627408809034,-0.10543263687656636,0.04800749267250955,-0.01216049530593015,-0.14963211451824204,-0.05811538473960377,0.05052463964619207,-0.008130180261020387,0.32274031843338485,0.18330681470876578,0.027512567616168764,-0.4421581723835972,-0.4091623985830829,-0.045570960336247815,0.0011554818696507263,0.38026905677044737,-0.07278897728292831,0.1880051314037381,-0.15306543793206207,0.3592679426730912,0.2784952931118641,-0.04750883301041077,-0.15461593857702904
4,0.03195915834707528,0.027401907073538297,0.2315606889123955,0.031314507026752494,0.040608667399541346,0.020999158517115236,0.009252935052247176,-0.23339060529684386,0.01900893952324876,-0.006352888779207838,0.13901049447676628,0.22972671424562147,0.13396393669951423,-0.15115292303729483,-0.4329479566101086,-0.5012178732673801,-0.2044594486318691,0.15220760513361004,0.2909608574269419,-0.017320102954292163,0.17812021060328803,-0.16846744430450822,0.061127170206480834,0.31951766106955815,0.14392427756727,-0.3453556463994603
5,-0.09064284008220952,0.07244416643123086,0.21660370183996494,0.10798332047031389,0.021057167875233825,0.09832272623767283,-0.09666505609391698,-0.1777845405973179,0.004120714093505784,-0.0147744256891666,0.09817631038442211,0.3373919498477325,0.12769797998578258,-0.17069575519400698,-0.4064233383328678,-0.4920603611446599,-0.22952667923471404,0.10083997781936532,0.27740064788964036,-0.008034874744487615,0.12981678993942863,-0.13465572446537527,0.04979078444382233,0.4018556676458518,0.1421944013124459,-0.36443271063769106
6,-0.07301218057481138,-0.018505837625239344,0.04817683963694853,-0.17306118547458374,0.016938375225039416,0.13216524786041842,0.1029226110299041,-0.17094211676704466,-0.00022707061379871607,0.06969176379351111,0.04789911006888155,0.47831025823595913,0.2818198637546815,-0.052911420282445276,-0.45819631446720654,-0.6431297083979367,-0.14543750746630052,0.07583289833190505,0.41605955596781197,-0.038386564679731824,0.20821090801569078,-0.2799064083557649,0.06086531836844788,0.31355964896600574,0.04996681950306883,-0.24870290405341045
7,-0.018401946129312757,0.08517645997561335,0.23974917511595878,0.06595962042957142,-0.16057073947247236,-0.05553522724739521,-0.14907425973120353,-0.17334788662384681,0.0199403837477412,0.008672913094884847,0.07798322246159589,-0.05744067004845613,0.06840230742557547,-0.04802109141807864,-0.1868885887594939,-0.2810521273911835,-0.04618296047239197,0.021551224993196817,0.2359551332632358,-0.12445444505252809,0.17828572408795035,-0.10200262493437476,0.14448665971654223,0.24566718038794114,0.006747802930057799,0.00439475965087293
8,-0.20483571198780384,0.0003012688310012556,0.11631828836118586,-0.14459116692819132,0.02062671970154496,0.0940172816590561,0.05710874145632975,-0.24155202873524462,0.009638524103418271,0.012696089275754436,0.07290512518757274,0.6010643281098317,0.2906619198534942,-0.04453507451322076,-0.5737298371185051,-0.6350072266284316,-0.18619311103384725,0.1350965087469587,0.42629974698620954,-0.010072057047456468,0.16727222045405168,-0.2030551108401124,0.3224631918988004,0.20673548880180553,0.010209649858326638,-0.2998437684525285
9,-0.1021410104920785,0.04074379770674205,0.43970598321815774,0.05055519253304652,-0.0609105675286334,-0.02658753508443195,0.055343898141320264,-0.16491434603282684,-0.0031319833234682154,0.07334442016607785,0.07074777880723436,0.00869587902394317,0.15012515431424012,-0.014952741912275191,-0.33057080378885934,-0.5103758744058284,-0.032039166526811554,0.024395282654368758,0.25210789448621207,-0.15086877098348783,0.20733253013601355,-0.18970899842817773,0.12022351942582564,0.12268586558825424,-0.02467236033717663,-0.005133037357380334
